Hero,key,Duo,Games,Winrate
Brightwing,0,Guldan,161.0,0.5321637426900585
Brightwing,0,Auriel,2.0,0.4166666666666667
Brightwing,0,Alarak,71.0,0.4691358024691358
Brightwing,0,Zarya,38.0,0.5416666666666666
Brightwing,0,Samuro,53.0,0.6031746031746031
Brightwing,0,Varian,246.0,0.5
Brightwing,0,Ragnaros,156.0,0.5240963855421686
Brightwing,0,Zuljin,282.0,0.5342465753424658
Brightwing,0,Valeera,54.0,0.515625
Brightwing,0,Lucio,3.0,0.38461538461538464
Brightwing,0,Probius,6.0,0.5
Brightwing,0,Cassia,242.0,0.5396825396825397
Brightwing,0,Genji,59.0,0.3333333333333333
Brightwing,0,DVa,175.0,0.5459459459459459
Brightwing,0,Malthael,117.0,0.5826771653543307
Brightwing,0,Stukov,2.0,0.5
Brightwing,0,Garrosh,168.0,0.5112359550561798
Brightwing,0,KelThuzad,111.0,0.5619834710743802
Brightwing,0,Ana,1.0,0.5454545454545454
Brightwing,0,Junkrat,44.0,0.4074074074074074
Brightwing,0,Alexstrasza,4.0,0.42857142857142855
Brightwing,0,Hanzo,120.0,0.49230769230769234
Brightwing,0,Blaze,81.0,0.5164835164835165
Brightwing,0,Maiev,30.0,0.425
Brightwing,0,Fenix,63.0,0.5342465753424658
Brightwing,0,Deckard,0.0,0.5
Brightwing,0,Yrel,37.0,0.3829787234042553
Brightwing,0,Whitemane,0.0,0.5
Brightwing,0,Mephisto,47.0,0.43859649122807015
Brightwing,0,MalGanis,92.0,0.4117647058823529
Brightwing,0,Orphea,175.0,0.5675675675675675
Brightwing,0,Imperius,113.0,0.4959349593495935
Brightwing,0,Anduin,2.0,0.5
Brightwing,0,Qhira,90.0,0.5
Brightwing,0,Mei,252.0,0.6145038167938931
Brightwing,0,Hogger,96.0,0.5377358490566038
Brightwing,0,Deathwing,119.0,0.5116279069767442
LiLi,0,Abathur,46.0,0.4642857142857143
LiLi,0,Arthas,50.0,0.4666666666666667
LiLi,0,Diablo,203.0,0.4084507042253521
LiLi,0,ETC,85.0,0.4421052631578947
LiLi,0,Falstad,70.0,0.5
LiLi,0,Gazlowe,77.0,0.5287356321839081
LiLi,0,Illidan,41.0,0.5294117647058824
LiLi,0,Kerrigan,16.0,0.5384615384615384
LiLi,0,Malfurion,0.0,0.5
LiLi,0,Muradin,188.0,0.5303030303030303
LiLi,0,Nazeebo,93.0,0.3883495145631068
LiLi,0,Nova,28.0,0.34210526315789475
LiLi,0,Raynor,124.0,0.44776119402985076
LiLi,0,Hammer,17.0,0.48148148148148145
LiLi,0,Sonya,102.0,0.5178571428571429
LiLi,0,Stitches,76.0,0.5697674418604651
LiLi,0,Tassadar,184.0,0.5
LiLi,0,Tyrael,29.0,0.48717948717948717
LiLi,0,Tyrande,4.0,0.5
LiLi,0,Uther,22.0,0.625
LiLi,0,Valla,99.0,0.41284403669724773
LiLi,0,Zeratul,35.0,0.5333333333333333
LiLi,0,Tychus,141.0,0.4900662251655629
LiLi,0,Brightwing,11.0,0.42857142857142855
LiLi,0,Murky,39.0,0.4489795918367347
LiLi,0,Zagara,45.0,0.4727272727272727
LiLi,0,Rehgar,1.0,0.5454545454545454
LiLi,0,Chen,13.0,0.5217391304347826
LiLi,0,Anubarak,66.0,0.5263157894736842
LiLi,0,Azmodan,86.0,0.4791666666666667
LiLi,0,Jaina,115.0,0.592
LiLi,0,Thrall,59.0,0.4782608695652174
LiLi,0,Vikings,12.0,0.36363636363636365
LiLi,0,Sylvanas,57.0,0.44776119402985076
LiLi,0,Kaelthas,107.0,0.41025641025641024
LiLi,0,Johanna,116.0,0.40476190476190477
LiLi,0,Butcher,61.0,0.5352112676056338
LiLi,0,Leoric,68.0,0.5641025641025641
LiLi,0,Kharazim,3.0,0.5384615384615384
LiLi,0,Rexxar,33.0,0.5813953488372093
LiLi,0,Morales,3.0,0.38461538461538464
LiLi,0,Artanis,112.0,0.5081967213114754
LiLi,0,Cho,6.0,0.375
LiLi,0,Gall,6.0,0.375
LiLi,0,Lunara,79.0,0.5280898876404494
LiLi,0,Greymane,49.0,0.4915254237288136
LiLi,0,LiMing,144.0,0.45454545454545453
LiLi,0,Xul,66.0,0.4868421052631579
LiLi,0,Dehaka,24.0,0.4117647058823529
LiLi,0,Tracer,36.0,0.5434782608695652
LiLi,0,Chromie,78.0,0.42045454545454547
LiLi,0,Medivh,23.0,0.45454545454545453
LiLi,0,Guldan,82.0,0.5108695652173914
LiLi,0,Auriel,3.0,0.38461538461538464
LiLi,0,Alarak,48.0,0.5344827586206896
LiLi,0,Zarya,19.0,0.3793103448275862
LiLi,0,Samuro,22.0,0.5
LiLi,0,Varian,141.0,0.46357615894039733
LiLi,0,Ragnaros,90.0,0.6
LiLi,0,Zuljin,132.0,0.47183098591549294
LiLi,0,Valeera,32.0,0.38095238095238093
LiLi,0,Lucio,2.0,0.4166666666666667
LiLi,0,Probius,6.0,0.375
LiLi,0,Cassia,137.0,0.5102040816326531
LiLi,0,Genji,20.0,0.4666666666666667
LiLi,0,DVa,86.0,0.5
LiLi,0,Malthael,47.0,0.5087719298245614
LiLi,0,Stukov,1.0,0.5454545454545454
LiLi,0,Garrosh,68.0,0.3974358974358974
LiLi,0,KelThuzad,36.0,0.43478260869565216
LiLi,0,Ana,4.0,0.5
LiLi,0,Junkrat,19.0,0.41379310344827586
LiLi,0,Alexstrasza,1.0,0.5454545454545454
LiLi,0,Hanzo,35.0,0.3333333333333333
LiLi,0,Blaze,54.0,0.515625
LiLi,0,Maiev,15.0,0.36
LiLi,0,Fenix,33.0,0.5581395348837209
LiLi,0,Deckard,1.0,0.5454545454545454
LiLi,0,Yrel,14.0,0.375
LiLi,0,Whitemane,0.0,0.5
LiLi,0,Mephisto,37.0,0.425531914893617
LiLi,0,MalGanis,57.0,0.44776119402985076
LiLi,0,Orphea,80.0,0.4777777777777778
LiLi,0,Imperius,77.0,0.41379310344827586
LiLi,0,Anduin,5.0,0.5333333333333333
LiLi,0,Qhira,54.0,0.4375
LiLi,0,Mei,143.0,0.49673202614379086
LiLi,0,Hogger,58.0,0.47058823529411764
LiLi,0,Deathwing,65.0,0.44
Murky,0,Abathur,22.0,0.5625
Murky,0,Arthas,14.0,0.5833333333333334
Murky,0,Diablo,40.0,0.52
Murky,0,ETC,37.0,0.425531914893617
Murky,0,Falstad,10.0,0.4
Murky,0,Gazlowe,5.0,0.6666666666666666
Murky,0,Illidan,10.0,0.6
Murky,0,Kerrigan,0.0,0.5
Murky,0,Malfurion,12.0,0.5909090909090909
Murky,0,Muradin,46.0,0.5
Murky,0,Nazeebo,9.0,0.5789473684210527
Murky,0,Nova,6.0,0.5625
Murky,0,Raynor,22.0,0.5
Murky,0,Hammer,3.0,0.38461538461538464
Murky,0,Sonya,15.0,0.6
Murky,0,Stitches,16.0,0.46153846153846156
Murky,0,Tassadar,38.0,0.4166666666666667
Murky,0,Tyrael,8.0,0.5555555555555556
Murky,0,Tyrande,8.0,0.6666666666666666
Murky,0,Uther,32.0,0.40476190476190477
Murky,0,Valla,21.0,0.3548387096774194
Murky,0,Zeratul,9.0,0.42105263157894735
Murky,0,Tychus,30.0,0.65
Murky,0,Brightwing,52.0,0.5645161290322581
Murky,0,LiLi,35.0,0.4444444444444444
Murky,0,Zagara,7.0,0.47058823529411764
Murky,0,Rehgar,17.0,0.6296296296296297
Murky,0,Chen,2.0,0.4166666666666667
Murky,0,Anubarak,12.0,0.45454545454545453
Murky,0,Azmodan,20.0,0.43333333333333335
Murky,0,Jaina,24.0,0.5294117647058824
Murky,0,Thrall,10.0,0.55
Murky,0,Vikings,3.0,0.5384615384615384
Murky,0,Sylvanas,25.0,0.5142857142857142
Murky,0,Kaelthas,29.0,0.48717948717948717
Murky,0,Johanna,28.0,0.5263157894736842
Murky,0,Butcher,12.0,0.5
Murky,0,Leoric,7.0,0.47058823529411764
Murky,0,Kharazim,13.0,0.43478260869565216
Murky,0,Rexxar,5.0,0.4666666666666667
Murky,0,Morales,9.0,0.5263157894736842
Murky,0,Artanis,15.0,0.48
Murky,0,Cho,4.0,0.5
Murky,0,Gall,4.0,0.5
Murky,0,Lunara,7.0,0.47058823529411764
Murky,0,Greymane,12.0,0.5
Murky,0,LiMing,26.0,0.5
Murky,0,Xul,5.0,0.4666666666666667
Murky,0,Dehaka,3.0,0.5384615384615384
Murky,0,Tracer,5.0,0.4666666666666667
Murky,0,Chromie,19.0,0.4827586206896552
Murky,0,Medivh,3.0,0.38461538461538464
Murky,0,Guldan,13.0,0.43478260869565216
Murky,0,Auriel,11.0,0.5238095238095238
Murky,0,Alarak,7.0,0.47058823529411764
Murky,0,Zarya,3.0,0.38461538461538464
Murky,0,Samuro,3.0,0.5384615384615384
Murky,0,Varian,26.0,0.6111111111111112
Murky,0,Ragnaros,8.0,0.6111111111111112
Murky,0,Zuljin,26.0,0.7222222222222222
Murky,0,Valeera,3.0,0.38461538461538464
Murky,0,Lucio,26.0,0.5555555555555556
Murky,0,Probius,0.0,0.5
Murky,0,Cassia,25.0,0.34285714285714286
Murky,0,Genji,2.0,0.4166666666666667
Murky,0,DVa,14.0,0.5
Murky,0,Malthael,13.0,0.6086956521739131
Murky,0,Stukov,16.0,0.6153846153846154
Murky,0,Garrosh,16.0,0.5
Murky,0,KelThuzad,10.0,0.5
Murky,0,Ana,8.0,0.4444444444444444
Murky,0,Junkrat,9.0,0.3684210526315789
Murky,0,Alexstrasza,13.0,0.43478260869565216
Murky,0,Hanzo,11.0,0.38095238095238093
Murky,0,Blaze,9.0,0.5263157894736842
Murky,0,Maiev,4.0,0.5
Murky,0,Fenix,5.0,0.5333333333333333
Murky,0,Deckard,10.0,0.4
Murky,0,Yrel,1.0,0.45454545454545453
Murky,0,Whitemane,6.0,0.5
Murky,0,Mephisto,6.0,0.5625
Murky,0,MalGanis,12.0,0.5
Murky,0,Orphea,14.0,0.5833333333333334
Murky,0,Imperius,13.0,0.391304347826087
Murky,0,Anduin,29.0,0.38461538461538464
Murky,0,Qhira,10.0,0.45
Murky,0,Mei,30.0,0.55
Murky,0,Hogger,5.0,0.5333333333333333
Murky,0,Deathwing,9.0,0.5789473684210527
Zagara,0,Abathur,14.0,0.5
Zagara,0,Arthas,20.0,0.5
Zagara,0,Diablo,47.0,0.5263157894736842
Zagara,0,ETC,28.0,0.4473684210526316
Zagara,0,Falstad,17.0,0.6666666666666666
Zagara,0,Gazlowe,15.0,0.48
Zagara,0,Illidan,9.0,0.3684210526315789
Zagara,0,Kerrigan,6.0,0.5625
Zagara,0,Malfurion,17.0,0.48148148148148145
Zagara,0,Muradin,48.0,0.43103448275862066
Zagara,0,Nazeebo,9.0,0.3157894736842105
Zagara,0,Nova,4.0,0.42857142857142855
Zagara,0,Raynor,28.0,0.5526315789473685
Zagara,0,Hammer,2.0,0.5
Zagara,0,Sonya,30.0,0.55
Zagara,0,Stitches,24.0,0.5294117647058824
Zagara,0,Tassadar,43.0,0.5471698113207547
Zagara,0,Tyrael,5.0,0.3333333333333333
Zagara,0,Tyrande,12.0,0.45454545454545453
Zagara,0,Uther,24.0,0.5294117647058824
Zagara,0,Valla,17.0,0.4444444444444444
Zagara,0,Zeratul,6.0,0.375
Zagara,0,Tychus,25.0,0.34285714285714286
Zagara,0,Brightwing,60.0,0.5
Zagara,0,LiLi,43.0,0.4528301886792453
Zagara,0,Murky,6.0,0.375
Zagara,0,Rehgar,14.0,0.5
Zagara,0,Chen,3.0,0.6153846153846154
Zagara,0,Anubarak,27.0,0.2972972972972973
Zagara,0,Azmodan,11.0,0.42857142857142855
Zagara,0,Jaina,27.0,0.40540540540540543
Zagara,0,Thrall,16.0,0.38461538461538464
Zagara,0,Vikings,4.0,0.5
Zagara,0,Sylvanas,8.0,0.5555555555555556
Zagara,0,Kaelthas,32.0,0.47619047619047616
Zagara,0,Johanna,44.0,0.4444444444444444
Zagara,0,Butcher,10.0,0.45
Zagara,0,Leoric,8.0,0.3888888888888889
Zagara,0,Kharazim,17.0,0.5185185185185185
Zagara,0,Rexxar,4.0,0.5714285714285714
Zagara,0,Morales,15.0,0.6
Zagara,0,Artanis,26.0,0.5
Zagara,0,Cho,8.0,0.5555555555555556
Zagara,0,Gall,8.0,0.5555555555555556
Zagara,0,Lunara,11.0,0.47619047619047616
Zagara,0,Greymane,16.0,0.38461538461538464
Zagara,0,LiMing,29.0,0.38461538461538464
Zagara,0,Xul,15.0,0.56
Zagara,0,Dehaka,7.0,0.5882352941176471
Zagara,0,Tracer,4.0,0.5714285714285714
Zagara,0,Chromie,18.0,0.42857142857142855
Zagara,0,Medivh,4.0,0.5
Zagara,0,Guldan,15.0,0.36
Zagara,0,Auriel,19.0,0.4827586206896552
Zagara,0,Alarak,9.0,0.5263157894736842
Zagara,0,Zarya,7.0,0.47058823529411764
Zagara,0,Samuro,10.0,0.7
Zagara,0,Varian,27.0,0.6216216216216216
Zagara,0,Ragnaros,17.0,0.48148148148148145
Zagara,0,Zuljin,27.0,0.40540540540540543
Zagara,0,Valeera,11.0,0.47619047619047616
Zagara,0,Lucio,36.0,0.5434782608695652
Zagara,0,Probius,5.0,0.5333333333333333
Zagara,0,Cassia,22.0,0.5
Zagara,0,Genji,8.0,0.4444444444444444
Zagara,0,DVa,20.0,0.6
Zagara,0,Malthael,14.0,0.4583333333333333
Zagara,0,Stukov,26.0,0.4166666666666667
Zagara,0,Garrosh,24.0,0.5294117647058824
Zagara,0,KelThuzad,11.0,0.42857142857142855
Zagara,0,Ana,11.0,0.47619047619047616
Zagara,0,Junkrat,5.0,0.4666666666666667
Zagara,0,Alexstrasza,11.0,0.47619047619047616
Zagara,0,Hanzo,7.0,0.47058823529411764
Zagara,0,Blaze,14.0,0.375
Zagara,0,Maiev,3.0,0.5384615384615384
Zagara,0,Fenix,7.0,0.47058823529411764
Zagara,0,Deckard,19.0,0.3793103448275862
Zagara,0,Yrel,3.0,0.5384615384615384
Zagara,0,Whitemane,8.0,0.6666666666666666
Zagara,0,Mephisto,5.0,0.4666666666666667
Zagara,0,MalGanis,10.0,0.45
Zagara,0,Orphea,18.0,0.42857142857142855
Zagara,0,Imperius,14.0,0.375
Zagara,0,Anduin,42.0,0.46153846153846156
Zagara,0,Qhira,13.0,0.4782608695652174
Zagara,0,Mei,39.0,0.6326530612244898
Zagara,0,Hogger,9.0,0.5263157894736842
Zagara,0,Deathwing,17.0,0.4074074074074074
Rehgar,0,Abathur,33.0,0.46511627906976744
Rehgar,0,Arthas,28.0,0.6052631578947368
Rehgar,0,Diablo,94.0,0.46153846153846156
Rehgar,0,ETC,71.0,0.49382716049382713
Rehgar,0,Falstad,40.0,0.5
Rehgar,0,Gazlowe,43.0,0.4716981132075472
Rehgar,0,Illidan,24.0,0.5882352941176471
Rehgar,0,Kerrigan,29.0,0.48717948717948717
Rehgar,0,Malfurion,1.0,0.45454545454545453
Rehgar,0,Muradin,126.0,0.4852941176470588
Rehgar,0,Nazeebo,48.0,0.41379310344827586
Rehgar,0,Nova,23.0,0.5151515151515151
Rehgar,0,Raynor,81.0,0.5604395604395604
Rehgar,0,Hammer,6.0,0.375
Rehgar,0,Sonya,75.0,0.5176470588235295
Rehgar,0,Stitches,45.0,0.4727272727272727
Rehgar,0,Tassadar,91.0,0.44554455445544555
Rehgar,0,Tyrael,12.0,0.5
Rehgar,0,Tyrande,4.0,0.35714285714285715
Rehgar,0,Uther,8.0,0.3888888888888889
Rehgar,0,Valla,63.0,0.410958904109589
Rehgar,0,Zeratul,28.0,0.5
Rehgar,0,Tychus,94.0,0.5865384615384616
Rehgar,0,Brightwing,0.0,0.5
Rehgar,0,LiLi,2.0,0.5
Rehgar,0,Murky,15.0,0.6
Rehgar,0,Zagara,17.0,0.5185185185185185
Rehgar,0,Chen,10.0,0.45
Rehgar,0,Anubarak,54.0,0.4375
Rehgar,0,Azmodan,48.0,0.5
Rehgar,0,Jaina,47.0,0.5789473684210527
Rehgar,0,Thrall,38.0,0.4791666666666667
Rehgar,0,Vikings,17.0,0.7037037037037037
Rehgar,0,Sylvanas,49.0,0.4067796610169492
Rehgar,0,Kaelthas,81.0,0.4945054945054945
Rehgar,0,Johanna,95.0,0.3904761904761905
Rehgar,0,Butcher,21.0,0.6129032258064516
Rehgar,0,Leoric,39.0,0.4489795918367347
Rehgar,0,Kharazim,6.0,0.5
Rehgar,0,Rexxar,20.0,0.6666666666666666
Rehgar,0,Morales,1.0,0.45454545454545453
Rehgar,0,Artanis,66.0,0.4605263157894737
Rehgar,0,Cho,3.0,0.38461538461538464
Rehgar,0,Gall,3.0,0.38461538461538464
Rehgar,0,Lunara,36.0,0.43478260869565216
Rehgar,0,Greymane,38.0,0.5
Rehgar,0,LiMing,112.0,0.5573770491803278
Rehgar,0,Xul,38.0,0.5416666666666666
Rehgar,0,Dehaka,15.0,0.36
Rehgar,0,Tracer,23.0,0.5151515151515151
Rehgar,0,Chromie,36.0,0.5434782608695652
Rehgar,0,Medivh,5.0,0.5333333333333333
Rehgar,0,Guldan,54.0,0.40625
Rehgar,0,Auriel,1.0,0.45454545454545453
Rehgar,0,Alarak,15.0,0.36
Rehgar,0,Zarya,15.0,0.36
Rehgar,0,Samuro,9.0,0.5789473684210527
Rehgar,0,Varian,80.0,0.5666666666666667
Rehgar,0,Ragnaros,44.0,0.5370370370370371
Rehgar,0,Zuljin,104.0,0.5350877192982456
Rehgar,0,Valeera,20.0,0.5
Rehgar,0,Lucio,0.0,0.5
Rehgar,0,Probius,2.0,0.5
Rehgar,0,Cassia,64.0,0.5540540540540541
Rehgar,0,Genji,10.0,0.45
Rehgar,0,DVa,55.0,0.49230769230769234
Rehgar,0,Malthael,28.0,0.5263157894736842
Rehgar,0,Stukov,1.0,0.45454545454545453
Rehgar,0,Garrosh,63.0,0.5616438356164384
Rehgar,0,KelThuzad,22.0,0.5
Rehgar,0,Ana,0.0,0.5
Rehgar,0,Junkrat,10.0,0.5
Rehgar,0,Alexstrasza,0.0,0.5
Rehgar,0,Hanzo,33.0,0.3953488372093023
Rehgar,0,Blaze,23.0,0.45454545454545453
Rehgar,0,Maiev,10.0,0.35
Rehgar,0,Fenix,18.0,0.35714285714285715
Rehgar,0,Deckard,0.0,0.5
Rehgar,0,Yrel,9.0,0.3157894736842105
Rehgar,0,Whitemane,1.0,0.45454545454545453
Rehgar,0,Mephisto,8.0,0.5
Rehgar,0,MalGanis,19.0,0.41379310344827586
Rehgar,0,Orphea,46.0,0.5357142857142857
Rehgar,0,Imperius,38.0,0.5
Rehgar,0,Anduin,1.0,0.45454545454545453
Rehgar,0,Qhira,29.0,0.5384615384615384
Rehgar,0,Mei,70.0,0.5875
Rehgar,0,Hogger,36.0,0.43478260869565216
Rehgar,0,Deathwing,36.0,0.6304347826086957
Chen,0,Abathur,3.0,0.38461538461538464
Chen,0,Arthas,7.0,0.5294117647058824
Chen,0,Diablo,32.0,0.40476190476190477
Chen,0,ETC,15.0,0.56
Chen,0,Falstad,9.0,0.42105263157894735
Chen,0,Gazlowe,4.0,0.6428571428571429
Chen,0,Illidan,2.0,0.5
Chen,0,Kerrigan,5.0,0.5333333333333333
Chen,0,Malfurion,13.0,0.4782608695652174
Chen,0,Muradin,34.0,0.5
Chen,0,Nazeebo,6.0,0.5
Chen,0,Nova,6.0,0.5625
Chen,0,Raynor,19.0,0.4827586206896552
Chen,0,Hammer,1.0,0.5454545454545454
Chen,0,Sonya,2.0,0.5833333333333334
Chen,0,Stitches,10.0,0.6
Chen,0,Tassadar,36.0,0.5434782608695652
Chen,0,Tyrael,2.0,0.5
Chen,0,Tyrande,6.0,0.5
Chen,0,Uther,19.0,0.41379310344827586
Chen,0,Valla,19.0,0.4827586206896552
Chen,0,Zeratul,2.0,0.5
Chen,0,Tychus,31.0,0.5609756097560976
Chen,0,Brightwing,37.0,0.6595744680851063
Chen,0,LiLi,14.0,0.5833333333333334
Chen,0,Murky,2.0,0.4166666666666667
Chen,0,Zagara,3.0,0.6153846153846154
Chen,0,Rehgar,10.0,0.45
Chen,0,Anubarak,9.0,0.5263157894736842
Chen,0,Azmodan,8.0,0.4444444444444444
Chen,0,Jaina,16.0,0.4230769230769231
Chen,0,Thrall,2.0,0.5
Chen,0,Vikings,2.0,0.5833333333333334
Chen,0,Sylvanas,25.0,0.4857142857142857
Chen,0,Kaelthas,17.0,0.48148148148148145
Chen,0,Johanna,15.0,0.48
Chen,0,Butcher,6.0,0.5
Chen,0,Leoric,3.0,0.5384615384615384
Chen,0,Kharazim,6.0,0.5625
Chen,0,Rexxar,0.0,0.5
Chen,0,Morales,7.0,0.5882352941176471
Chen,0,Artanis,4.0,0.5
Chen,0,Cho,1.0,0.5454545454545454
Chen,0,Gall,1.0,0.5454545454545454
Chen,0,Lunara,10.0,0.6
Chen,0,Greymane,15.0,0.48
Chen,0,LiMing,31.0,0.5121951219512195
Chen,0,Xul,0.0,0.5
Chen,0,Dehaka,1.0,0.45454545454545453
Chen,0,Tracer,7.0,0.5882352941176471
Chen,0,Chromie,11.0,0.47619047619047616
Chen,0,Medivh,2.0,0.4166666666666667
Chen,0,Guldan,17.0,0.6666666666666666
Chen,0,Auriel,7.0,0.4117647058823529
Chen,0,Alarak,3.0,0.5384615384615384
Chen,0,Zarya,2.0,0.5
Chen,0,Samuro,2.0,0.5
Chen,0,Varian,10.0,0.45
Chen,0,Ragnaros,4.0,0.5
Chen,0,Zuljin,19.0,0.5862068965517241
Chen,0,Valeera,4.0,0.5
Chen,0,Lucio,22.0,0.5
Chen,0,Probius,1.0,0.5454545454545454
Chen,0,Cassia,17.0,0.48148148148148145
Chen,0,Genji,5.0,0.4666666666666667
Chen,0,DVa,3.0,0.6153846153846154
Chen,0,Malthael,1.0,0.5454545454545454
Chen,0,Stukov,13.0,0.4782608695652174
Chen,0,Garrosh,12.0,0.5
Chen,0,KelThuzad,9.0,0.631578947368421
Chen,0,Ana,9.0,0.5263157894736842
Chen,0,Junkrat,3.0,0.6153846153846154
Chen,0,Alexstrasza,8.0,0.6666666666666666
Chen,0,Hanzo,13.0,0.4782608695652174
Chen,0,Blaze,4.0,0.6428571428571429
Chen,0,Maiev,3.0,0.38461538461538464
Chen,0,Fenix,5.0,0.5333333333333333
Chen,0,Deckard,3.0,0.38461538461538464
Chen,0,Yrel,2.0,0.5
Chen,0,Whitemane,4.0,0.42857142857142855
Chen,0,Mephisto,3.0,0.38461538461538464
Chen,0,MalGanis,3.0,0.6153846153846154
Chen,0,Orphea,5.0,0.4666666666666667
Chen,0,Imperius,4.0,0.5
Chen,0,Anduin,31.0,0.3902439024390244
Chen,0,Qhira,6.0,0.375
Chen,0,Mei,20.0,0.5666666666666667
Chen,0,Hogger,5.0,0.5333333333333333
Chen,0,Deathwing,2.0,0.5
Anubarak,0,Abathur,23.0,0.3939393939393939
Anubarak,0,Arthas,8.0,0.3888888888888889
Anubarak,0,Diablo,4.0,0.42857142857142855
Anubarak,0,ETC,6.0,0.375
Anubarak,0,Falstad,42.0,0.4423076923076923
Anubarak,0,Gazlowe,44.0,0.5925925925925926
Anubarak,0,Illidan,22.0,0.40625
Anubarak,0,Kerrigan,20.0,0.6
Anubarak,0,Malfurion,44.0,0.5185185185185185
Anubarak,0,Muradin,7.0,0.47058823529411764
Anubarak,0,Nazeebo,43.0,0.4716981132075472
Anubarak,0,Nova,22.0,0.5
Anubarak,0,Raynor,100.0,0.5727272727272728
Anubarak,0,Hammer,10.0,0.6
Anubarak,0,Sonya,86.0,0.5625
Anubarak,0,Stitches,3.0,0.5384615384615384
Anubarak,0,Tassadar,106.0,0.5172413793103449
Anubarak,0,Tyrael,2.0,0.4166666666666667
Anubarak,0,Tyrande,36.0,0.5
Anubarak,0,Uther,71.0,0.6296296296296297
Anubarak,0,Valla,77.0,0.47126436781609193
Anubarak,0,Zeratul,22.0,0.34375
Anubarak,0,Tychus,113.0,0.4796747967479675
Anubarak,0,Brightwing,135.0,0.47586206896551725
Anubarak,0,LiLi,64.0,0.5540540540540541
Anubarak,0,Murky,12.0,0.45454545454545453
Anubarak,0,Zagara,27.0,0.35135135135135137
Anubarak,0,Rehgar,52.0,0.43548387096774194
Anubarak,0,Chen,11.0,0.47619047619047616
Anubarak,0,Azmodan,53.0,0.4444444444444444
Anubarak,0,Jaina,69.0,0.3924050632911392
Anubarak,0,Thrall,45.0,0.4909090909090909
Anubarak,0,Vikings,17.0,0.7037037037037037
Anubarak,0,Sylvanas,59.0,0.5797101449275363
Anubarak,0,Kaelthas,75.0,0.5176470588235295
Anubarak,0,Johanna,8.0,0.4444444444444444
Anubarak,0,Butcher,24.0,0.4411764705882353
Anubarak,0,Leoric,49.0,0.4576271186440678
Anubarak,0,Kharazim,34.0,0.5454545454545454
Anubarak,0,Rexxar,17.0,0.7037037037037037
Anubarak,0,Morales,26.0,0.4166666666666667
Anubarak,0,Artanis,61.0,0.38028169014084506
Anubarak,0,Cho,1.0,0.5454545454545454
Anubarak,0,Gall,1.0,0.5454545454545454
Anubarak,0,Lunara,50.0,0.43333333333333335
Anubarak,0,Greymane,48.0,0.5517241379310345
Anubarak,0,LiMing,104.0,0.39473684210526316
Anubarak,0,Xul,28.0,0.5
Anubarak,0,Dehaka,17.0,0.48148148148148145
Anubarak,0,Tracer,26.0,0.4166666666666667
Anubarak,0,Chromie,69.0,0.4936708860759494
Anubarak,0,Medivh,13.0,0.43478260869565216
Anubarak,0,Guldan,55.0,0.5230769230769231
Anubarak,0,Auriel,25.0,0.37142857142857144
Anubarak,0,Alarak,26.0,0.4722222222222222
Anubarak,0,Zarya,8.0,0.4444444444444444
Anubarak,0,Samuro,14.0,0.4583333333333333
Anubarak,0,Varian,43.0,0.4339622641509434
Anubarak,0,Ragnaros,54.0,0.4375
Anubarak,0,Zuljin,94.0,0.5096153846153846
Anubarak,0,Valeera,18.0,0.35714285714285715
Anubarak,0,Lucio,78.0,0.5227272727272727
Anubarak,0,Probius,1.0,0.5454545454545454
Anubarak,0,Cassia,81.0,0.5164835164835165
Anubarak,0,Genji,16.0,0.4230769230769231
Anubarak,0,DVa,60.0,0.5571428571428572
Anubarak,0,Malthael,35.0,0.5777777777777777
Anubarak,0,Stukov,59.0,0.4782608695652174
Anubarak,0,Garrosh,1.0,0.45454545454545453
Anubarak,0,KelThuzad,29.0,0.48717948717948717
Anubarak,0,Ana,38.0,0.4166666666666667
Anubarak,0,Junkrat,21.0,0.5483870967741935
Anubarak,0,Alexstrasza,26.0,0.5555555555555556
Anubarak,0,Hanzo,30.0,0.425
Anubarak,0,Blaze,3.0,0.38461538461538464
Anubarak,0,Maiev,9.0,0.3684210526315789
Anubarak,0,Fenix,19.0,0.6551724137931034
Anubarak,0,Deckard,48.0,0.41379310344827586
Anubarak,0,Yrel,13.0,0.43478260869565216
Anubarak,0,Whitemane,21.0,0.5161290322580645
Anubarak,0,Mephisto,16.0,0.5384615384615384
Anubarak,0,MalGanis,0.0,0.5
Anubarak,0,Orphea,50.0,0.6833333333333333
Anubarak,0,Imperius,41.0,0.49019607843137253
Anubarak,0,Anduin,86.0,0.4791666666666667
Anubarak,0,Qhira,34.0,0.6136363636363636
Anubarak,0,Mei,9.0,0.5263157894736842
Anubarak,0,Hogger,36.0,0.5652173913043478
Anubarak,0,Deathwing,45.0,0.5636363636363636
Azmodan,0,Abathur,32.0,0.40476190476190477
Azmodan,0,Arthas,48.0,0.5344827586206896
Azmodan,0,Diablo,131.0,0.48226950354609927
Azmodan,0,ETC,69.0,0.46835443037974683
Azmodan,0,Falstad,37.0,0.44680851063829785
Azmodan,0,Gazlowe,42.0,0.5576923076923077
Azmodan,0,Illidan,19.0,0.4827586206896552
Azmodan,0,Kerrigan,16.0,0.34615384615384615
Azmodan,0,Malfurion,30.0,0.475
Azmodan,0,Muradin,134.0,0.5277777777777778
